file,nodes,edges,cyclomatic_complexity,weakly_connected_components,scc_count,density,avg_betweenness,max_betweenness,avg_in_degree,avg_out_degree,max_in_degree,max_out_degree,leaf_nodes,root_nodes,complexity_per_node,edge_to_node_ratio,scc_to_node_ratio,leaf_ratio,label,category
8cd8fb5e59389f609eeabe4d2654514299fb00134720740be44c6af40d8bec26,423,378,79,62,423,0.002118,0.000561,0.007838,0.8936,0.8936,28,2,139,106,0.186761,0.893617,1.0,0.328605,1,malware
8deb56ff9cbf74c67f7b3bdc4fc48260ee932dee44bb310dd341585c50addfc8,3676,3743,1101,517,3308,0.000277,4.1e-05,0.002633,1.0182,1.0182,102,2,1194,825,0.29951,1.018226,0.899891,0.32481,1,malware
8e72813a78f92e4ffae9861304e571951dcf4c00e1227d4ec08252b60d888c76,334,422,128,20,257,0.003794,0.011553,0.080964,1.2635,1.2635,10,2,72,35,0.383234,1.263473,0.769461,0.215569,1,malware
8ef69cdc1bb14a11f779f23bc1130d7d039d3ecc6524ce7e6e5d4e77825d0324,4086,5809,1825,51,3445,0.000348,0.000279,0.011448,1.4217,1.4217,52,6,660,430,0.446647,1.421684,0.843123,0.161527,1,malware
8f87fd1a9b60acfc790f8ae5deb31436aee5b92409cbd8f67b140fc838993fbc,4086,5809,1825,51,3445,0.000348,0.000345,0.018695,1.4217,1.4217,52,6,660,430,0.446647,1.421684,0.843123,0.161527,1,malware
8fde3343279e2cc4ab954df6284c054e6974650e68a074c40e244d6374904e03,175,327,154,1,83,0.010739,0.043793,0.209319,1.8686,1.8686,91,2,6,3,0.88,1.868571,0.474286,0.034286,1,malware
8ff4eaee7eb1c214576a619784ce0f969deb72ab2721f1647fe0699505a96be7,1694,1537,395,276,1668,0.000536,1e-06,7.1e-05,0.9073,0.9073,66,2,682,468,0.233176,0.90732,0.984652,0.402597,1,malware
914f6b784e3002ce001252b88026310b76257bf18e45da427c48a64ccf51cefe,3977,3864,733,423,3813,0.000244,0.001016,0.006375,0.9716,0.9716,98,2,983,717,0.18431,0.971587,0.958763,0.247171,1,malware
94334635e9a00962edbf6f56863fa1802ed42dadaa9c5b0fe23def90274871ef,4022,3933,1057,573,3736,0.000243,4e-06,0.000739,0.9779,0.9779,148,2,1368,1013,0.262805,0.977872,0.928891,0.340129,1,malware
955ea45bb14ef8da778f1bac68904440d838a59d47aa4d35590c43ca4dbf5db3,3741,5935,2214,10,2934,0.000424,0.001203,0.05442,1.5865,1.5865,42,49,416,198,0.59182,1.586474,0.784282,0.1112,1,malware
9636396dcab2c1efd84749700f1a22c5f0572bb93213dbb33cfbe353df2a024c,3790,6044,2276,11,3094,0.000421,0.000793,0.034984,1.5947,1.5947,97,8,561,117,0.600528,1.594723,0.816359,0.148021,1,malware
96940a6dad3ecfa2834e50d427943b2060a71bab6f44511621d27f01e317e115,2422,2324,620,359,2289,0.000396,5e-06,0.00056,0.9595,0.9595,85,2,849,611,0.255987,0.959538,0.945087,0.350537,1,malware
9808cfdbc947e0b1fe66491f9953174c8abee14b3a99d0224c8f29c887ceabb5,2200,3514,1322,4,1707,0.000726,0.001066,0.050464,1.5973,1.5973,141,8,334,53,0.600909,1.597273,0.775909,0.151818,1,malware
99c8f96b0e5627670a6c34e4f6a36492b0a415aa540334b0aebbba129f65cbb3,10511,17655,7390,123,8245,0.00016,0.00027,0.009876,1.6797,1.6797,844,6,1024,418,0.703073,1.679669,0.784416,0.097422,1,malware
9aac4eaaf6f8d448e12afe278c1dacccc19e0586ce92552992d79960b7ebe215,5891,9615,3754,15,4678,0.000277,0.000237,0.023089,1.6322,1.6322,150,13,703,151,0.637243,1.632151,0.794093,0.119335,1,malware
9b37c547e517fe215cc0bfc1541b6a6c74461745f3ff23a0b6d80e36db34df9e,4753,7726,2993,10,3902,0.000342,0.000606,0.035083,1.6255,1.6255,103,8,603,125,0.629708,1.6255,0.820955,0.126867,1,malware
9b632471ce522ae1cca080f25c9ec7842ae001e62477e5a293cb693a3380960b,2137,1948,507,348,2086,0.000427,1e-06,4.7e-05,0.9116,0.9116,192,2,645,733,0.237248,0.911558,0.976135,0.301825,1,malware
9b71a8cd9e119b9855be5329728f9d52401ffc2540f3c4c852452fd2c333b533,4086,5809,1825,51,3445,0.000348,0.000426,0.016636,1.4217,1.4217,52,6,660,430,0.446647,1.421684,0.843123,0.161527,1,malware
9bd02ec2a69ef609732641b323ffba77595c91fb3d99e3608f21cf0085c04781,157,231,76,1,95,0.009432,0.048521,0.217484,1.4713,1.4713,8,2,36,1,0.484076,1.471337,0.605096,0.229299,1,malware
9ce5f1b2e8a086896278ce74ed643997de9030e0eec81e1c8685874f31a52115,2321,2249,618,345,2153,0.000418,3.4e-05,0.003592,0.969,0.969,82,2,813,591,0.266265,0.968979,0.927617,0.35028,1,malware
9d3f92b51864649b6e204a965656db24866886d49aa277940311134b51010032,1702,2431,827,49,1504,0.00084,0.000779,0.009882,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
9d7fbbc83fbfe601f70bd2f71f280408e5d7d5afe30b664020d3bb379ab6cbb0,202,216,48,17,189,0.00532,0.000767,0.0076,1.0693,1.0693,8,2,69,35,0.237624,1.069307,0.935644,0.341584,1,malware
9dd1234bf913c550b00bc2ded9565977538c2700973f0d2c56b3b7b3645627d9,551,650,165,33,459,0.002145,0.00043,0.008689,1.1797,1.1797,37,2,154,77,0.299456,1.179673,0.833031,0.279492,1,malware
9dd6a56c94c0b53ed8589a19211d2cfb3c0a20fa2961e55f7e3eb9ddaaa7f929,4086,5809,1825,51,3445,0.000348,0.000356,0.016983,1.4217,1.4217,52,6,660,430,0.446647,1.421684,0.843123,0.161527,1,malware
9de3f57748244660ee31f07e97a8e183329890c41a9af833a4194992d4aca084,4086,5809,1825,51,3445,0.000348,0.000275,0.015556,1.4217,1.4217,52,6,660,430,0.446647,1.421684,0.843123,0.161527,1,malware
9e3c72307550c136a7be603b713269de078ed822e84bac70f0501bc7b884faf3,5695,9274,3607,14,4793,0.000286,0.000321,0.020497,1.6284,1.6284,149,13,687,157,0.633363,1.628446,0.841615,0.120632,1,malware
9e52a9031885eed9d7010f5b4ed21c07f23ea3a7608c55653e0e2f0f5306abbd,211,266,107,26,211,0.006003,0.00039,0.006124,1.2607,1.2607,3,2,47,30,0.507109,1.260663,1.0,0.222749,1,malware
9e6cc869e2719b9e9387e407292ffcbae5130a2bd01aa6dfc5e861955dbfe27f,2353,2298,615,335,2174,0.000415,2.4e-05,0.002582,0.9766,0.9766,86,2,797,591,0.261368,0.976626,0.923927,0.338717,1,malware
9f502bac6bf6f7482bfd964b1418866fa7f89e04eac204469ad8d41d13c6c1c8,1702,2431,827,49,1504,0.00084,0.000952,0.015506,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
a0020b79ee247a3a55e786c832d3badc35997ac647737badc55149b2766e04e6,7090,11530,4454,7,5970,0.000229,0.000421,0.026259,1.6262,1.6262,175,32,941,183,0.628209,1.626234,0.842031,0.132722,1,malware
a0494382cfb77456fd0870fcd788e0353b14d59246c5a4ea7b8e82c020ead317,4086,5809,1825,51,3445,0.000348,0.000337,0.015995,1.4217,1.4217,52,6,660,430,0.446647,1.421684,0.843123,0.161527,1,malware
a063bb3edb09cdc89bd6c4e45d61568791acd68769798829a10a4beadfbed346,2019,1974,529,287,1876,0.000484,2.2e-05,0.002147,0.9777,0.9777,74,2,688,506,0.262011,0.977712,0.929173,0.340763,1,malware
a220164ab02e6992e748fc66d1cd54df251f76b8a751bd4cc7918bc7e5ad5f31,1974,1713,467,364,1953,0.00044,0.0,4.1e-05,0.8678,0.8678,102,2,776,633,0.236575,0.867781,0.989362,0.39311,1,malware
a2206a83c9f86a1a1a0cfef594fa28cf988705e4d358476a8393c7c5862fb9e7,175,327,154,1,83,0.010739,0.049423,0.236118,1.8686,1.8686,91,2,6,3,0.88,1.868571,0.474286,0.034286,1,malware
a24373e415b05257a15179fb88fb637b78120f604adba1667dbf264a3bcd3561,1702,2431,827,49,1504,0.00084,0.000658,0.008424,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
a27e08f1874ad4e9466a15d6956c16c83bfb90f3f874ea659dd9f66e7bd8d1be,3787,6041,2276,11,3091,0.000421,0.000841,0.036653,1.5952,1.5952,97,8,560,117,0.601003,1.595194,0.816213,0.147874,1,malware
a2963e2dda56c4a8c5ee8c0d5f606507e10f671d8370be7eb066fe2ab24bb3f4,156,189,51,9,131,0.007816,0.002275,0.015217,1.2115,1.2115,4,2,32,24,0.326923,1.211538,0.839744,0.205128,1,malware
a3c6423c71f0d0f4647a80596a7a073b80749546a20ad69b0e9229148e35b625,3790,6044,2276,11,3094,0.000421,0.000961,0.035823,1.5947,1.5947,97,8,561,117,0.600528,1.594723,0.816359,0.148021,1,malware
a51454b3e8326b4779a24017b85ae5e3797f33f2336da5849a0a032c44148ef8,2321,2249,618,345,2153,0.000418,2.1e-05,0.002501,0.969,0.969,82,2,813,591,0.266265,0.968979,0.927617,0.35028,1,malware
a64dc3c4a54a8f356d72328fec30e4eefdf3ad00e2ed4cbb0ee34ac2f7419a6b,3977,3864,733,423,3813,0.000244,0.001539,0.01284,0.9716,0.9716,98,2,983,717,0.18431,0.971587,0.958763,0.247171,1,malware
a6b3c87024ff9d23f98e05373af9a0ec71796aec9043f3e239bed1d90cbecf72,1525,1438,347,217,1492,0.000619,1e-06,7.2e-05,0.943,0.943,153,2,568,428,0.227541,0.942951,0.978361,0.372459,1,malware
a709b7de9970a9ed57735b3560a203ebbe0ca674cfac298c4eeefdda35fd41f3,2422,2324,620,359,2289,0.000396,6e-06,0.000678,0.9595,0.9595,85,2,849,611,0.255987,0.959538,0.945087,0.350537,1,malware
a72659a091ff92dbc32af32ef8aa6212f86f912a9932f8bef68950ca8b1f41fc,6303,9617,3746,216,5103,0.000242,0.000204,0.014546,1.5258,1.5258,147,8,1009,405,0.59432,1.525781,0.809614,0.160083,1,malware
a8d0504586c5213160f2df661576141a878aa1c83723ee62d4607585717ea049,3085,3228,729,293,2840,0.000339,4e-06,0.000376,1.0464,1.0464,73,2,876,628,0.236305,1.046353,0.920583,0.283955,1,malware
a91f57525b174681d6db6056ba4682c2a63f3605d52ceeafdd0e335d6aca4025,122,232,112,1,47,0.015716,0.093527,0.346549,1.9016,1.9016,66,2,3,2,0.918033,1.901639,0.385246,0.02459,1,malware
a955aaf2b5e51ab971f89bb2d910ad968c59b3beaf9657be6c9a8abcf2b3fcc7,11841,19013,7226,27,10146,0.000136,0.000109,0.012357,1.6057,1.6057,183,32,1614,242,0.610253,1.605692,0.856853,0.136306,1,malware
a9ade206ca028a13ba58a4701d5c7d8ee1efd1afbf942fe62f294131f64be846,94,126,34,1,85,0.014413,0.042074,0.123188,1.3404,1.3404,4,2,27,1,0.361702,1.340425,0.904255,0.287234,1,malware
a9cf0df9f6aaa0be40a9848420454ca442a865b244f84d947bee0acedb15c901,211,266,107,26,211,0.006003,0.000305,0.003684,1.2607,1.2607,3,2,47,30,0.507109,1.260663,1.0,0.222749,1,malware
aa24ae4f9dd9f724115c62f4aee789a6be14c148f226cb5aaf085dcd751b6181,156,189,51,9,131,0.007816,0.003133,0.022957,1.2115,1.2115,4,2,32,24,0.326923,1.211538,0.839744,0.205128,1,malware
aab2b1c692f89b5a845a2436505b66f97d664289583431c1cbbdb6ec0538fc53,5695,9274,3607,14,4793,0.000286,0.000273,0.023979,1.6284,1.6284,149,13,687,157,0.633363,1.628446,0.841615,0.120632,1,malware
ab008b6360fc2f02425268f3924e69b55cc854ea448f1e6592957c2ba82970c4,1416,1212,364,284,1400,0.000605,1e-06,6.4e-05,0.8559,0.8559,50,2,588,426,0.257062,0.855932,0.988701,0.415254,1,malware
abdcd935e39649e5a6f930672d7c9f00bfe8ef888738f11ac7fe91a9d24ed51e,2335,2293,572,307,2244,0.000421,1e-06,0.000107,0.982,0.982,43,2,768,529,0.244968,0.982013,0.961028,0.328908,1,malware
ac3542a0e5dbd79d8deb17b21291f83a453f0e8a5bf87791397df5229b996fc0,2422,2324,620,359,2289,0.000396,5e-06,0.000595,0.9595,0.9595,85,2,849,611,0.255987,0.959538,0.945087,0.350537,1,malware
ac93943ddfc4d1fa8c2a44cd74038c1f0546bd67d5cf13258dd87821c8cd194a,2812,4423,1633,11,2222,0.00056,0.000314,0.015571,1.5729,1.5729,45,8,401,72,0.580725,1.572902,0.790185,0.142603,1,malware
ae0fca7a25a4a8201fca5a686b9d69ca79550a9cb83b3756c37ed987c92e64f0,1702,2431,827,49,1504,0.00084,0.000479,0.006053,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
afc232d4ab9fee039f0f0ba08da02790611fa8ec368326370f16e4726a4a60d3,8577,14205,5654,13,7012,0.000193,0.000213,0.018164,1.6562,1.6562,175,32,961,210,0.659205,1.656173,0.817535,0.112044,1,malware
b163d5db69684cb92fd7f81bcae9b76fbacce8613a67537ecf1c791c939b5054,1664,1539,437,281,1599,0.000556,1e-06,0.000102,0.9249,0.9249,22,2,615,400,0.26262,0.92488,0.960937,0.369591,1,malware
b1870cb5dc4a416c6745a9193e824ceacec4bc2f2f5b77fa3fdc963d23f2ce8f,13463,21666,8259,28,11281,0.00012,9.5e-05,0.008439,1.6093,1.6093,183,32,1776,240,0.613459,1.6093,0.837926,0.131917,1,malware
b1b529dd4cfe121bd4db069a14a43e809e264a9ca9fa34644ea5164bdfe60f3d,4006,3909,747,422,3831,0.000244,0.001438,0.010519,0.9758,0.9758,97,2,973,710,0.18647,0.975786,0.956316,0.242886,1,malware
b1fa8372d9c3db1c9a4729c4eec1c804cb33327afefc5bf12dc9b5f6fc82b5d4,1702,2431,827,49,1504,0.00084,0.000962,0.014065,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
b22a6975d4dc26b6c43e24537a199ea3a6df30b1a1ef3a1a521c30ac25cc582b,276,265,77,44,243,0.003491,0.001238,0.028412,0.9601,0.9601,11,2,84,61,0.278985,0.960145,0.880435,0.304348,1,malware
b2612d0118132a8b7d4458d65d064544ec42557937792bb96b877f121e94cae5,2321,2249,618,345,2153,0.000418,1.9e-05,0.001893,0.969,0.969,82,2,813,591,0.266265,0.968979,0.927617,0.35028,1,malware
b273f1daa098063cea61eedf34c9075dafb16f3899aeef6f5c6fe89990c790b5,4022,3933,1057,573,3736,0.000243,2e-06,0.0004,0.9779,0.9779,148,2,1368,1013,0.262805,0.977872,0.928891,0.340129,1,malware
b2a181713c0df5f474b442f58400c2f6dd25ef92a4ac4e1f44b56ee7367e5e19,3977,3864,733,423,3813,0.000244,0.000839,0.005675,0.9716,0.9716,98,2,983,717,0.18431,0.971587,0.958763,0.247171,1,malware
b2e5b12e03743849c6612a7b2c8989b161856800aca23e25ea1a34b5c906a7b0,242,219,69,46,228,0.003755,2.3e-05,0.000375,0.905,0.905,10,2,88,67,0.285124,0.904959,0.942149,0.363636,1,malware
b3479259647a2c059009c99b2bae2e92ffe5d07b79a735fb0687178e7145fab5,2185,3490,1313,4,1706,0.000731,0.001726,0.075852,1.5973,1.5973,140,8,342,53,0.600915,1.597254,0.780778,0.156522,1,malware
b442cbeebe882444746b4b87ed5d96de14b1cd6cf717b1b3b5e6587359e7ba98,1702,2431,827,49,1504,0.00084,0.000878,0.014176,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
b469af75175010740ed3ddf597914d32ccd8f6eaebb3c8588186ccf4f965a009,3977,3864,733,423,3813,0.000244,0.000931,0.00646,0.9716,0.9716,98,2,983,717,0.18431,0.971587,0.958763,0.247171,1,malware
b4c1680c081c049a462d7aeddf2307b60808b75dde8aa4015a9aaeb3ea3ac0e7,1510,1331,397,288,1495,0.000584,1e-06,0.000146,0.8815,0.8815,105,2,593,454,0.262914,0.881457,0.990066,0.392715,1,malware
b4d1ce5d6ec193fb651f0a7af9280312a8ca677c07712f84c8396e5fb8768312,3142,3247,649,272,3024,0.000329,9e-06,0.00051,1.0334,1.0334,247,2,949,685,0.206556,1.033418,0.962444,0.302037,1,malware
b647f3ab945b006be8dd958763bf86b0042768581224cbd6c6b592de14010dc0,155,186,49,9,130,0.007792,0.002616,0.02007,1.2,1.2,4,2,33,23,0.316129,1.2,0.83871,0.212903,1,malware
b6b86159ca22bafb4e7d2ea6cc2b43c4cd12fdf80b9659a6c67bdcbc5e3cc50f,4086,5809,1825,51,3445,0.000348,0.0003,0.015206,1.4217,1.4217,52,6,660,430,0.446647,1.421684,0.843123,0.161527,1,malware
b7d375b5ca7684539382180d612cec2a8d67f2cb974e45869d515de5a52da847,4086,5809,1825,51,3445,0.000348,0.00034,0.018224,1.4217,1.4217,52,6,660,430,0.446647,1.421684,0.843123,0.161527,1,malware
b91648f0aab1ef3ac262c97a7cacc5425dd31b6452f917641d0c49a6cfe68bea,4192,4102,1058,574,3906,0.000233,2.1e-05,0.000835,0.9785,0.9785,148,2,1370,1012,0.252385,0.978531,0.931775,0.326813,1,malware
b9e74d3dc0ae613ce85eb09594d1bf463320c09bcbffdd498abe9a42060df92e,1872,2051,499,160,1861,0.000586,8e-06,0.00046,1.0956,1.0956,451,2,618,533,0.26656,1.09562,0.994124,0.330128,1,malware
baaba269d5e02339b83e7cb84510a2646398b73924c6f86edfc368e169a52749,5695,9274,3607,14,4793,0.000286,0.000281,0.021576,1.6284,1.6284,149,13,687,157,0.633363,1.628446,0.841615,0.120632,1,malware
bae04a431ba7e90eedcbd5bb6ba8eb6dbcd9d9ba1caeb187d7893e7d26664f54,3629,3544,777,431,3531,0.000269,4e-06,0.000342,0.9766,0.9766,31,2,1118,758,0.214109,0.976578,0.972995,0.308074,1,malware
bb1b0e1f187e989f832f202e4cdfc2f00d9457192c92060acd44f1486c6320dd,1702,2431,827,49,1504,0.00084,0.000726,0.007982,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
bbbc47caf11def91987ffe877494b1d3a54ed078c2b686eed91d141f130fd967,1702,2431,827,49,1504,0.00084,0.000869,0.012112,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
bc61787fde9fc1c5c6e7513fa4b2bbceda918ef6bb88e9b169c88598c315a227,3741,5935,2214,10,2934,0.000424,0.00101,0.040508,1.5865,1.5865,42,49,416,198,0.59182,1.586474,0.784282,0.1112,1,malware
bdb4221a3cae128da17ba3e18446a18fc28af731d0c810e5b0bba4331b97c4bc,1702,2431,827,49,1504,0.00084,0.000844,0.011759,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
bdd484cbf13d26e2acc28fa8feb4bbff81f08b6d2e6ceee5526d457da95ea691,547,619,166,47,453,0.002073,0.000329,0.006899,1.1316,1.1316,8,2,102,99,0.303473,1.131627,0.828154,0.186472,1,malware
befcb136f51e2f29dc987564fb2b105eee9886f41812033b106c6d774fbc41ed,1702,2431,827,49,1504,0.00084,0.000637,0.009447,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
bfd4c584fd8dd7c4a8532d93ff7ee93e742516aa8beeb66b4dfe95d29e42e03d,1702,2431,827,49,1504,0.00084,0.000752,0.015953,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
c079e3a170fc8a6af9528a1d316bed7927e5fc4b0bd23a50add96ac079513249,156,155,43,22,145,0.00641,0.000119,0.001968,0.9936,0.9936,6,2,52,37,0.275641,0.99359,0.929487,0.333333,1,malware
c1dfde2fc54de172fc6f2a30556a1eb9cee928b884e61d98fcd0e8c230ddb779,4190,4101,1057,573,3904,0.000234,2.3e-05,0.002075,0.9788,0.9788,148,2,1369,1011,0.252267,0.978759,0.931742,0.32673,1,malware
c2421b60224fe2d5dfb892bca04e2cfe08574a6afe2dc1febad1bd4ec9d7b3fe,1974,1864,474,292,1936,0.000479,1e-06,6.1e-05,0.9443,0.9443,134,2,719,581,0.240122,0.944276,0.98075,0.364235,1,malware
c307a7762861bc5857917e93631304fd602188a9b2b2502616f94d4ccf65ee32,386,420,90,28,353,0.002826,0.000553,0.010208,1.0881,1.0881,10,2,112,57,0.233161,1.088083,0.914508,0.290155,1,malware
c40bea8367ddbac02cdcfe6616932252e9e34ffacd94ab2d4c98a947c56334f4,2456,2265,595,393,2409,0.000376,1e-06,9.2e-05,0.9222,0.9222,84,2,923,653,0.242264,0.922231,0.980863,0.375814,1,malware
c41c95dae71564943d608034f89e31298ce63497b78f75157303c32c22507c8b,3552,3867,791,238,3505,0.000307,0.0,6.8e-05,1.0887,1.0887,687,2,1044,890,0.222691,1.088682,0.986768,0.293919,1,malware
c5985a8f1ac9a7bc9837cc780c923e9fbd25a4c5fa1c270b433dcf96749a50a0,4086,5809,1825,51,3445,0.000348,0.000391,0.017221,1.4217,1.4217,52,6,660,430,0.446647,1.421684,0.843123,0.161527,1,malware
c77464ce11792a6d8306dffacff1da5ce78c7b6e7a9b04273a4e41d0b59a3780,3741,5935,2214,10,2934,0.000424,0.000708,0.03629,1.5865,1.5865,42,49,416,198,0.59182,1.586474,0.784282,0.1112,1,malware
c7c24ee1fc3dedaed70837f445a6b1605e9872d66b2c9fa349b27af2d37cb4ba,2454,2263,595,393,2407,0.000376,0.0,2.9e-05,0.9222,0.9222,84,2,922,653,0.242461,0.922168,0.980848,0.375713,1,malware
c944f52fcc9c92bc14324d6045fd9e8f04e231658125c0f7d6015ba0a81be7c4,8342,13748,5434,14,6982,0.000198,0.000198,0.014692,1.648,1.648,175,32,965,213,0.651403,1.648046,0.83697,0.11568,1,malware
c979ea9163adfa6857d8022e9f1a6eb964637bad45bd6d8aeb4a47b880527e0c,4006,3909,747,422,3831,0.000244,0.000692,0.004585,0.9758,0.9758,97,2,973,710,0.18647,0.975786,0.956316,0.242886,1,malware
c9cb691f41bf4a814513e3ef53c484353572fb8eba5a62d771eca35d92991c0a,1993,1950,525,284,1850,0.000491,3.5e-05,0.003496,0.9784,0.9784,73,2,682,502,0.263422,0.978424,0.928249,0.342198,1,malware
ca1dbd8b9d7c123f287c840c45dbf56ccf8a443a590da738117eab453061afb5,1702,2431,827,49,1504,0.00084,0.000716,0.009641,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
ca30dae09ae7a1474b7863007a722bb6c10523f61c076b9af9d4b73f102a8425,2353,2298,615,335,2174,0.000415,1.8e-05,0.001816,0.9766,0.9766,86,2,797,591,0.261368,0.976626,0.923927,0.338717,1,malware
cad0b214da8309ef9bc08e81269fd8095c2103dbd19bce2fb68b69c71823ef07,3977,3864,733,423,3813,0.000244,0.001522,0.011874,0.9716,0.9716,98,2,983,717,0.18431,0.971587,0.958763,0.247171,1,malware
cb88ebfc805fea7f41817035c4e73d7e301395f44e0a40f1ab1df4fbcb721f78,1702,2431,827,49,1504,0.00084,0.000813,0.017112,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
cb96a4720fc7acc46e578fc298bb73bd4f99271a43ea158dd3bdfe872d1fece0,2225,1809,688,552,2207,0.000366,0.0,2.7e-05,0.813,0.813,76,2,995,715,0.309213,0.813034,0.99191,0.447191,1,malware
cc370241de7ba476e8673f58ab91e4a0d50917422c46126ca75799cbc2f9f080,2422,2324,620,359,2289,0.000396,1e-06,0.00024,0.9595,0.9595,85,2,849,611,0.255987,0.959538,0.945087,0.350537,1,malware
cc67b64767da317aa085708a04f35d39d41f83a9e71a435c603205a621a5960c,1991,1949,524,283,1848,0.000492,3.6e-05,0.0037,0.9789,0.9789,73,2,681,501,0.263184,0.978905,0.928177,0.342039,1,malware
cc6f35edfe9bd27af351416382d5a9b84ecb2a718f8a6e0a676c9550968b93c4,1578,1430,392,270,1540,0.000575,1e-06,7e-05,0.9062,0.9062,126,2,574,488,0.248416,0.90621,0.975919,0.363752,1,malware
cc8fdd1274702dc89f523ba96da697f13a52f3e72ff40606ace3d2fe61215eea,4086,5809,1825,51,3445,0.000348,0.000309,0.014755,1.4217,1.4217,52,6,660,430,0.446647,1.421684,0.843123,0.161527,1,malware
cd0afdf89020e4b2952dd585887e150bc25a2c2bb22a51f7d0b9ffbc6824f52c,178,215,45,4,158,0.006824,0.002134,0.013864,1.2079,1.2079,7,2,55,15,0.252809,1.207865,0.88764,0.308989,1,malware
cd60cd0ccae8bf0d8a10d5376eadbb4e0d9e98fa4fdfd485102aa1c767b107ce,4961,8181,3242,11,4082,0.000332,0.000493,0.022551,1.6491,1.6491,145,8,532,115,0.653497,1.649063,0.822818,0.107236,1,malware
cd9dba711d455386294f94b9a6d168a22831c410b21b2129e8f56275c1cfa508,9395,15588,6227,17,7543,0.000177,0.000136,0.013626,1.6592,1.6592,201,32,1042,232,0.662799,1.65918,0.802874,0.11091,1,malware
ce55abed7699e74ac5aee0e93a8bff3804d5338c81022e196fe3d292e7a97bec,1702,2431,827,49,1504,0.00084,0.001007,0.014247,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
ce8bfe695033f0a6d5fbe099b6cf97068face14213d5f24003429d6a7a730945,1702,2431,827,49,1504,0.00084,0.000945,0.012076,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
cee82ce75876d8449d19e77f0b8d2c5697fa1811def6e98b32873b02cf77e0b9,1702,2431,827,49,1504,0.00084,0.000529,0.007894,1.4283,1.4283,187,2,276,146,0.485899,1.42832,0.883666,0.162162,1,malware
d0158f798524bbf28d65ca4b2777daf81c2821ddb3b5e46974cc390cb8db05b9,672,722,202,76,611,0.001601,0.000247,0.005343,1.0744,1.0744,21,2,155,109,0.300595,1.074405,0.909226,0.230655,1,malware
d03b1c2a3f8900066cbaa31e7ad74630878c36affe43cd60f4ffb57d06a019de,3741,5935,2214,10,2934,0.000424,0.001085,0.039703,1.5865,1.5865,42,49,416,198,0.59182,1.586474,0.784282,0.1112,1,malware
d1107539ec8753e0f82db328246f903d978507d355ce53766710c2eee2ee3887,2321,2249,618,345,2153,0.000418,6e-06,0.000931,0.969,0.969,82,2,813,591,0.266265,0.968979,0.927617,0.35028,1,malware
d1696d426425a4cd37fb3f1dbdba994d04ac79843e3036ebee1ec47ffdbcba42,8577,14205,5654,13,7012,0.000193,0.000276,0.014413,1.6562,1.6562,175,32,961,210,0.659205,1.656173,0.817535,0.112044,1,malware
d170eaa2705555f331356e2e8a2b64bfb72693c2923c6e88a293325d1d9aab23,1510,1289,425,323,1486,0.000566,1e-06,5.3e-05,0.8536,0.8536,56,2,630,465,0.281457,0.853642,0.984106,0.417219,1,malware
d21aeba02af283ffe26e03c79f5a6232093fabe721444dd9c193cf97ca6a3f71,8241,13606,5407,21,7069,0.0002,0.000162,0.015692,1.651,1.651,204,32,987,227,0.65611,1.651013,0.857784,0.119767,1,malware
d2a1341c7120cebc45f596ff74fee40d142ff061f9f4673db78e87325a1efb9d,2321,2249,618,345,2153,0.000418,1.5e-05,0.001792,0.969,0.969,82,2,813,591,0.266265,0.968979,0.927617,0.35028,1,malware
d2f7b7219b6b2a4d5db84dca4dbb381655fd022aa076c465b979610dd4632f40,2019,1974,529,287,1876,0.000484,2.2e-05,0.00231,0.9777,0.9777,74,2,688,506,0.262011,0.977712,0.929173,0.340763,1,malware
d37deaf892f3d28a4d43276c54fc6d645d1cc6b71591685fad4137473075c0be,4022,3933,1057,573,3736,0.000243,4e-06,0.000522,0.9779,0.9779,148,2,1368,1013,0.262805,0.977872,0.928891,0.340129,1,malware
d52424e67d2707268846372e242190521b0a2c644d086be0e0852b5cd3c28dd6,2422,2324,620,359,2289,0.000396,5e-06,0.000595,0.9595,0.9595,85,2,849,611,0.255987,0.959538,0.945087,0.350537,1,malware
